verse_id,sent_idx,sent_id,su_sentence,id_sentence,en_sentence,su_tokens,id_tokens,en_tokens,flag_su_id_emb,flag_su_en_emb
Daniel:1:40,2,Daniel:1:40#2,"Sakumaha beusi kiat ngaremukkeun sareng ngancurkeun saniskanten, eta karajaan oge bakal ngaremukkeun sareng ngancurkeun karajaan-karajaan anu ti payun-payun tea.",,"Just like iron breaks in pieces and shatters everything, and as iron breaks in pieces all of these metals, so it will break in pieces and crush the others.","Sakumaha beusi kiat ngaremukkeun sareng ngancurkeun saniskanten , eta karajaan oge bakal ngaremukkeun sareng ngancurkeun karajaan - karajaan anu ti payun - payun tea .",,"Just like iron breaks in pieces and shatters everything , and as iron breaks in pieces all of these metals , so it will break in pieces and crush the others .",,Medium
Daniel:1:41,1,Daniel:1:41#1,"Katingali oge ku Gusti, sukuna sareng ramo-ramona sabagian tina taneuh liket, sabagian deui tina beusi.","Dan seperti tuanku lihat kaki dan jari-jarinya sebagian dari tanah liat tukang periuk dan sebagian lagi dari besi, itu berarti, bahwa kerajaan itu terbagi; memang kerajaan itu juga keras seperti besi, sesuai dengan yang tuanku lihat besi itu bercampur dengan tanah liat.","In that you were seeing feet and toes partly of wet clay and partly of iron, so this will be a divided kingdom.","Katingali oge ku Gusti , sukuna sareng ramo - ramona sabagian tina taneuh liket , sabagian deui tina beusi .","Dan seperti tuanku lihat kaki dan jari - jarinya sebagian dari tanah liat tukang periuk dan sebagian lagi dari besi , itu berarti , bahwa kerajaan itu terbagi ; memang kerajaan itu juga keras seperti besi , sesuai dengan yang tuanku lihat besi itu bercampur dengan tanah liat .","In that you were seeing feet and toes partly of wet clay and partly of iron , so this will be a divided kingdom .",,
Daniel:1:41,2,Daniel:1:41#2,"Ieu hartosna, eta karajaan teh kabagi-bagi.",,"Some of the strength of iron will be in it, for you saw iron mixed with wet clay.","Ieu hartosna , eta karajaan teh kabagi - bagi .",,"Some of the strength of iron will be in it , for you saw iron mixed with wet clay .",,
Daniel:1:41,3,Daniel:1:41#3,"Eta karajaan gaduh oge kakiatan sapertos beusi, margi taneuh liket teh pacampur sareng beusi.",,,"Eta karajaan gaduh oge kakiatan sapertos beusi , margi taneuh liket teh pacampur sareng beusi .",,,,
Daniel:1:42,1,Daniel:1:42#1,"Ramo-ramona sapalih beusi sapalih taneuh liket, nawiskeun eta karajaan teh sabagian kiat, sabagian deui lemah.","Tetapi sebagaimana jari-jari kaki itu sebagian dari besi dan sebagian lagi dari tanah liat, demikianlah kerajaan itu akan menjadi keras sebagian dan rapuh sebagian.","In that the toes of the feet were partly of iron and partly of clay, the latter stages of this kingdom will be partly strong and partly fragile.","Ramo - ramona sapalih beusi sapalih taneuh liket , nawiskeun eta karajaan teh sabagian kiat , sabagian deui lemah .","Tetapi sebagaimana jari - jari kaki itu sebagian dari besi dan sebagian lagi dari tanah liat , demikianlah kerajaan itu akan menjadi keras sebagian dan rapuh sebagian .","In that the toes of the feet were partly of iron and partly of clay , the latter stages of this kingdom will be partly strong and partly fragile .",,
Daniel:1:43,1,Daniel:1:43#1,Katingali ku Gusti beusi campur sareng taneuh liket.,"Seperti tuanku lihat besi bercampur dengan tanah liat, itu berarti: mereka akan bercampur oleh perkawinan, tetapi tidak akan merupakan satu kesatuan, seperti besi tidak dapat bercampur dengan tanah liat.","And in that you saw iron mixed with wet clay, so people will be mixed with one another without adhering to one another, just as iron does not mix with clay.",Katingali ku Gusti beusi campur sareng taneuh liket .,"Seperti tuanku lihat besi bercampur dengan tanah liat , itu berarti : mereka akan bercampur oleh perkawinan , tetapi tidak akan merupakan satu kesatuan , seperti besi tidak dapat bercampur dengan tanah liat .","And in that you saw iron mixed with wet clay , so people will be mixed with one another without adhering to one another , just as iron does not mix with clay .",,
Daniel:1:43,2,Daniel:1:43#2,"Ieu nawiskeun para pangereh eta karajaan ihtiar ngahijikeun warga-wargana ku jalan kawin campur pacorok jodo, nanging teu tiasa raket, sakumaha beusi moal tiasa dalit sareng taneuh liket.",,,"Ieu nawiskeun para pangereh eta karajaan ihtiar ngahijikeun warga - wargana ku jalan kawin campur pacorok jodo , nanging teu tiasa raket , sakumaha beusi moal tiasa dalit sareng taneuh liket .",,,Medium,
Daniel:1:44,1,Daniel:1:44#1,"Nalika eta karajaan-karajaan tea ngadeg, Allah anu jumeneng di sawarga ngadegkeun hiji karajaan anu moal aya tungtungna, moal aya nu tiasa ngelehkeun, malah bakal numpes numpurkeun karajaan-karajaan anu tadi tea sadayana, lajeng ngadeg salalanggengna.","Tetapi pada zaman raja-raja, Allah semesta langit akan mendirikan suatu kerajaan yang tidak akan binasa sampai selama-lamanya, dan kekuasaan tidak akan beralih lagi kepada bangsa lain: kerajaan itu akan meremukkan segala kerajaan dan menghabisinya, tetapi kerajaan itu sendiri akan tetap untuk selama-lamanya,",In the days of those kings the God of heaven will raise up an everlasting kingdom that will not be destroyed and a kingdom that will not be left to another people.,"Nalika eta karajaan - karajaan tea ngadeg , Allah anu jumeneng di sawarga ngadegkeun hiji karajaan anu moal aya tungtungna , moal aya nu tiasa ngelehkeun , malah bakal numpes numpurkeun karajaan - karajaan anu tadi tea sadayana , lajeng ngadeg salalanggengna .","Tetapi pada zaman raja - raja , Allah semesta langit akan mendirikan suatu kerajaan yang tidak akan binasa sampai selama - lamanya , dan kekuasaan tidak akan beralih lagi kepada bangsa lain : kerajaan itu akan meremukkan segala kerajaan dan menghabisinya , tetapi kerajaan itu sendiri akan tetap untuk selama - lamanya ,",In the days of those kings the God of heaven will raise up an everlasting kingdom that will not be destroyed and a kingdom that will not be left to another people .,High,Low
Daniel:1:44,2,Daniel:1:44#2,,,It will break in pieces and bring about the demise of all these kingdoms.,,,It will break in pieces and bring about the demise of all these kingdoms .,,
Daniel:1:44,3,Daniel:1:44#3,,,But it will stand forever.,,,But it will stand forever .,,
Daniel:1:45,1,Daniel:1:45#1,"Perkawis eta, kaimpenkeunana ku Gusti aya batu ngagulundung, anu bongkar tina gunung karang kalayan teu aya anu noel-noel acan, teras neumbrag eta arca tina beusi, tambaga, taneuh liket, perak sareng emas.","tepat seperti yang tuanku lihat, bahwa tanpa perbuatan tangan manusia sebuah batu terungkit lepas dari gunung dan meremukkan besi, tembaga, tanah liat, perak dan emas itu.","You saw that a stone was cut from a mountain, but not by human hands; it smashed the iron, bronze, clay, silver, and gold into pieces.","Perkawis eta , kaimpenkeunana ku Gusti aya batu ngagulundung , anu bongkar tina gunung karang kalayan teu aya anu noel - noel acan , teras neumbrag eta arca tina beusi , tambaga , taneuh liket , perak sareng emas .","tepat seperti yang tuanku lihat , bahwa tanpa perbuatan tangan manusia sebuah batu terungkit lepas dari gunung dan meremukkan besi , tembaga , tanah liat , perak dan emas itu .","You saw that a stone was cut from a mountain , but not by human hands ; it smashed the iron , bronze , clay , silver , and gold into pieces .",Medium,Medium
Daniel:1:45,2,Daniel:1:45#2,"Allah anu agung parantos mintonkeun ka Gusti, hiji perkawis nu baris kajadian ka payun.","Allah yang maha besar telah memberitahukan kepada tuanku raja apa yang akan terjadi di kemudian hari; mimpi itu adalah benar dan maknanya dapat dipercayai.""",The great God has made known to the king what will occur in the future.,"Allah anu agung parantos mintonkeun ka Gusti , hiji perkawis nu baris kajadian ka payun .","Allah yang maha besar telah memberitahukan kepada tuanku raja apa yang akan terjadi di kemudian hari ; mimpi itu adalah benar dan maknanya dapat dipercayai . """,The great God has made known to the king what will occur in the future .,,Medium
Daniel:1:45,3,Daniel:1:45#3,"Kitu kaulanun, impenan Gusti, sareng kitu pihartoseunana.""",,"The dream is certain, and its interpretation is reliable.""","Kitu kaulanun , impenan Gusti , sareng kitu pihartoseunana . """,,"The dream is certain , and its interpretation is reliable . """,,
Daniel:1:46,1,Daniel:1:46#1,Bruk Raja Nebukadnesar sujud ka Daniel.,Lalu sujudlah raja Nebukadnezar serta menyembah Daniel; juga dititahkannya mempersembahkan korban dan bau-bauan kepadanya.,Then King Nebuchadnezzar bowed down with his face to the ground and paid homage to Daniel.,Bruk Raja Nebukadnesar sujud ka Daniel .,Lalu sujudlah raja Nebukadnezar serta menyembah Daniel ; juga dititahkannya mempersembahkan korban dan bau - bauan kepadanya .,Then King Nebuchadnezzar bowed down with his face to the ground and paid homage to Daniel .,Low,Low
Daniel:1:46,2,Daniel:1:46#2,"Ti dinya lajeng marentah, sangkan Daniel dibaktian ku kurban-kurban jeung rupa-rupa pangbakti.",,He gave orders to offer sacrifice and incense to him.,"Ti dinya lajeng marentah , sangkan Daniel dibaktian ku kurban - kurban jeung rupa - rupa pangbakti .",,He gave orders to offer sacrifice and incense to him .,,
Daniel:1:47,1,Daniel:1:47#1,"Geus kitu sasauran ka Daniel, ""Allah anjeun pangagungna ti sakabeh allah, Gustining raja-raja, hiji-hijina Allah anu iasa muka anu gaib-gaib.","Berkatalah raja kepada Daniel: ""Sesungguhnyalah, Allahmu itu Allah yang mengatasi segala allah dan Yang berkuasa atas segala raja, dan Yang menyingkapkan rahasia-rahasia, sebab engkau telah dapat menyingkapkan rahasia itu.""","The king replied to Daniel, ""Certainly your God is a God of gods and Lord of kings and revealer of mysteries, for you were able to reveal this mystery!""","Geus kitu sasauran ka Daniel , "" Allah anjeun pangagungna ti sakabeh allah , Gustining raja - raja , hiji - hijina Allah anu iasa muka anu gaib - gaib .","Berkatalah raja kepada Daniel : "" Sesungguhnyalah , Allahmu itu Allah yang mengatasi segala allah dan Yang berkuasa atas segala raja , dan Yang menyingkapkan rahasia - rahasia , sebab engkau telah dapat menyingkapkan rahasia itu . ""","The king replied to Daniel , "" Certainly your God is a God of gods and Lord of kings and revealer of mysteries , for you were able to reveal this mystery ! """,High,Medium
Daniel:1:47,2,Daniel:1:47#2,"Kami yakin kana eta perkara, sabab anjeun geus bisa nerangkeun sakabeh rasiah hal-hal anu gaib.""",,,"Kami yakin kana eta perkara , sabab anjeun geus bisa nerangkeun sakabeh rasiah hal - hal anu gaib . """,,,,
Daniel:1:48,1,Daniel:1:48#1,"Ti dinya Daniel dipaparin hiji kalungguhan luhur, kitu deui dipaparin ganjaran, barang-barang nu arendah, dipaparin cangkingan di propinsi Babul tur dijadikeun kapala sakabeh jurunasehat raja.","Lalu raja memuliakan Daniel: dianugerahinyalah dengan banyak pemberian yang besar, dan dibuatnya dia menjadi penguasa atas seluruh wilayah Babel dan menjadi kepala semua orang bijaksana di Babel.",Then the king elevated Daniel to high position and bestowed on him many marvelous gifts.,"Ti dinya Daniel dipaparin hiji kalungguhan luhur , kitu deui dipaparin ganjaran , barang - barang nu arendah , dipaparin cangkingan di propinsi Babul tur dijadikeun kapala sakabeh jurunasehat raja .","Lalu raja memuliakan Daniel : dianugerahinyalah dengan banyak pemberian yang besar , dan dibuatnya dia menjadi penguasa atas seluruh wilayah Babel dan menjadi kepala semua orang bijaksana di Babel .",Then the king elevated Daniel to high position and bestowed on him many marvelous gifts .,Low,Low
Daniel:1:48,2,Daniel:1:48#2,,,He granted him authority over the entire province of Babylon and made him the main prefect over all the wise men of Babylon.,,,He granted him authority over the entire province of Babylon and made him the main prefect over all the wise men of Babylon .,,
Daniel:1:49,1,Daniel:1:49#1,"Tapi kalawan pamundut Daniel, eta kalungguhan pikeun nyekel pamarentahan propinsi Babul teh ku raja dicangkingkeun ka Sadrah, Mesah, jeung Abednego.","Atas permintaan Daniel, raja menyerahkan pemerintahan wilayah Babel itu kepada Sadrakh, Mesakh dan Abednego, sedang Daniel sendiri tinggal di istana raja.","And at Daniel's request, the king appointed Shadrach, Meshach, and Abednego over the administration of the province of Babylon.","Tapi kalawan pamundut Daniel , eta kalungguhan pikeun nyekel pamarentahan propinsi Babul teh ku raja dicangkingkeun ka Sadrah , Mesah , jeung Abednego .","Atas permintaan Daniel , raja menyerahkan pemerintahan wilayah Babel itu kepada Sadrakh , Mesakh dan Abednego , sedang Daniel sendiri tinggal di istana raja .","And at Daniel's request , the king appointed Shadrach , Meshach , and Abednego over the administration of the province of Babylon .",High,High
Daniel:1:49,2,Daniel:1:49#2,"Ari Daniel ku anjeun, tetep nyepeng kalungguhan di karaton raja.",Daniel 3,Daniel himself served in the king's court.,"Ari Daniel ku anjeun , tetep nyepeng kalungguhan di karaton raja .",Daniel 3,Daniel himself served in the king's court .,,Medium
Daniel:1:49,3,Daniel:1:49#3,Daniel 3,,Daniel 3,Daniel 3,,Daniel 3,High,High
Efesus:1:1,1,Efesus:1:1#1,(1:1-2) Dumateng sakumna umat Allah di Epesus anu pengkuh satunggal jeung Kristus Yesus.,"Dari Paulus, rasul Kristus Yesus oleh kehendak Allah, kepada orang-orang kudus di Efesus, orang-orang percaya dalam Kristus Yesus.","From Paul, an apostle of Christ Jesus by the will of God, to the saints [in Ephesus], the faithful in Christ Jesus.",( 1 : 1 - 2 ) Dumateng sakumna umat Allah di Epesus anu pengkuh satunggal jeung Kristus Yesus .,"Dari Paulus , rasul Kristus Yesus oleh kehendak Allah , kepada orang - orang kudus di Efesus , orang - orang percaya dalam Kristus Yesus .","From Paul , an apostle of Christ Jesus by the will of God , to the saints [ in Ephesus ] , the faithful in Christ Jesus .",,
Efesus:1:1,2,Efesus:1:1#2,"Sim kuring, Paulus, anu ku Allah dijadikeun rasulna Kristus Yesus nyuratan, mugia aranjeun ginanjar rahmat rahayu ti Allah Rama urang jeung ti Gusti urang Yesus Kristus.",,,"Sim kuring , Paulus , anu ku Allah dijadikeun rasulna Kristus Yesus nyuratan , mugia aranjeun ginanjar rahmat rahayu ti Allah Rama urang jeung ti Gusti urang Yesus Kristus .",,,Medium,Medium
Efesus:1:2,1,Efesus:1:2#1,,"Kasih karunia dan damai sejahtera dari Allah, Bapa kita dan dari Tuhan Yesus Kristus menyertai kamu.",Grace and peace to you from God our Father and the Lord Jesus Christ!,,"Kasih karunia dan damai sejahtera dari Allah , Bapa kita dan dari Tuhan Yesus Kristus menyertai kamu .",Grace and peace to you from God our Father and the Lord Jesus Christ !,,
Efesus:1:3,1,Efesus:1:3#1,Urang ngahaturkeun nuhun ka Allah Ramana Gusti urang Yesus Kristus!,Terpujilah Allah dan Bapa Tuhan kita Yesus Kristus yang dalam Kristus telah mengaruniakan kepada kita segala berkat rohani di dalam sorga.,"Blessed is the God and Father of our Lord Jesus Christ, who has blessed us with every spiritual blessing in the heavenly realms in Christ.",Urang ngahaturkeun nuhun ka Allah Ramana Gusti urang Yesus Kristus !,Terpujilah Allah dan Bapa Tuhan kita Yesus Kristus yang dalam Kristus telah mengaruniakan kepada kita segala berkat rohani di dalam sorga .,"Blessed is the God and Father of our Lord Jesus Christ , who has blessed us with every spiritual blessing in the heavenly realms in Christ .",,
